,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
509261,138051,138051,International Journal of Computational Geometry and Applications,2.0,Category:Computational geometry,Category:Fields_of_mathematics,sciences
493186,121976,121976,CSS code,2.0,Category:Linear algebra,Category:Fields_of_mathematics,sciences
600897,229687,229687,Retrofitting,2.0,Category:Environmental engineering,Category:Chemistry,sciences
419549,48339,48339,Cellular communication (biology),2.0,Category:Cell signaling,Category:Branches_of_biology,sciences
563439,192229,192229,Austen Angell,2.0,Category:Chemist stubs,Category:Chemistry,sciences
655981,284771,284771,Isoelectronicity,2.0,Category:Theoretical chemistry,Category:Chemistry,sciences
507876,136666,136666,Bisection (software engineering),2.0,Category:Algorithms,Category:Fields_of_mathematics,sciences
470196,98986,98986,Noogenesis,2.0,Category:Consciousness,Category:Branches_of_biology,sciences
599713,228503,228503,Catalytic resonance theory,2.0,Category:Chemical reaction engineering,Category:Chemistry,sciences
611600,240390,240390,Acta Chemica Scandinavica,2.0,Category:Chemistry journals,Category:Chemistry,sciences
643181,271971,271971,Axial ratio,2.0,Category:Polymer stubs,Category:Chemistry,sciences
611123,239913,239913,List of opioids,2.0,Category:Drug-related lists,Category:Chemistry,sciences
553517,182307,182307,Asymmetric simple exclusion process,2.0,Category:Statistical mechanics,Category:Concepts_in_physics,sciences
594885,223675,223675,Lutetium(III) oxide (data page),2.0,Category:Chemical data pages,Category:Chemistry,sciences
588488,217278,217278,Multilocus sequence typing,2.0,Category:Molecular biology,Category:Chemistry,sciences
576647,205437,205437,Silver (color),2.0,Category:Silver,Category:Chemistry,sciences
417720,46510,46510,Energy-efficient landscaping,2.0,Category:Horticulture and gardening,Category:Branches_of_biology,sciences
400079,28869,28869,Chitin-glucan complex,2.0,Category:Biomolecules,Category:Branches_of_biology,sciences
539206,167996,167996,Almost,2.0,Category:Set theory,Category:Fields_of_mathematics,sciences
649605,278395,278395,Ammonium dichromate,2.0,Category:Explosive chemicals,Category:Chemistry,sciences
466968,95758,95758,Arthroconidium,2.0,Category:Mycology stubs,Category:Branches_of_biology,sciences
640435,269225,269225,Ylide,2.0,Category:Functional groups,Category:Chemistry,sciences
495648,124438,124438,Agranovich–Dynin formula,2.0,Category:Theorems in analysis,Category:Fields_of_mathematics,sciences
405816,34606,34606,Polyuridylation,2.0,Category:Molecular biology stubs,Category:Branches_of_biology,sciences
556514,185304,185304,Space charge,2.0,Category:Vacuum tubes,Category:Concepts_in_physics,sciences
535236,164026,164026,Baire space,2.0,Category:General topology,Category:Fields_of_mathematics,sciences
500126,128916,128916,Spiral wave,2.0,Category:Nonlinear systems,Category:Fields_of_mathematics,sciences
379541,8331,8331,Ursula Wolf,2.0,Category:Bioethicists,Category:Branches_of_biology,sciences
431179,59969,59969,Hox gene,2.0,Category:Evolutionary developmental biology,Category:Branches_of_biology,sciences
379487,8277,8277,Franklin G. Miller,2.0,Category:Bioethicists,Category:Branches_of_biology,sciences
466798,95588,95588,Tricholoma ustale,2.0,Category:Poisonous fungi,Category:Branches_of_biology,sciences
403999,32789,32789,Bioreporter,2.0,Category:Genetic engineering,Category:Branches_of_biology,sciences
560616,189406,189406,Melvin Barnett Comisarow,2.0,Category:Analytical chemists,Category:Chemistry,sciences
617893,246683,246683,Kaminsky catalyst,2.0,Category:Polymer chemistry,Category:Chemistry,sciences
642650,271440,271440,Borane tert-butylamine,2.0,Category:Reagents for organic chemistry,Category:Chemistry,sciences
645024,273814,273814,Dalton's law,2.0,Category:Gas laws,Category:Chemistry,sciences
617715,246505,246505,Noryl,2.0,Category:Polymers,Category:Chemistry,sciences
521353,150143,150143,Vertex connectivity,2.0,Category:Graph invariants,Category:Fields_of_mathematics,sciences
655414,284204,284204,Selinexor,2.0,Category:Teratogens,Category:Chemistry,sciences
656886,285676,285676,Book:Period 5 elements,2.0,Category:Wikipedia books on chemical elements,Category:Chemistry,sciences
646080,274870,274870,Molar heat capacity,2.0,Category:Thermodynamic properties,Category:Chemistry,sciences
500485,129275,129275,Thermogravimetric analysis,2.0,Category:Thermodynamics,Category:Fields_of_mathematics,sciences
477865,106655,106655,How the Other Half Dies,2.0,Category:Hunger,Category:Branches_of_biology,sciences
574658,203448,203448,Gold in cosmetics,2.0,Category:Gold,Category:Chemistry,sciences
428672,57462,57462,Biosphere 2,2.0,Category:Ecological experiments,Category:Branches_of_biology,sciences
555976,184766,184766,Resonance (particle physics),2.0,Category:Subatomic particles,Category:Concepts_in_physics,sciences
542719,171509,171509,Fuddling cup,2.0,Category:Mechanical puzzles,Category:Fields_of_mathematics,sciences
429028,57818,57818,Ecocity Builders,2.0,Category:Ecology organizations,Category:Branches_of_biology,sciences
468173,96963,96963,Cognitive flexibility,2.0,Category:Neuropsychology,Category:Branches_of_biology,sciences
467528,96318,96318,International Behavioural and Neural Genetics Society,2.0,Category:Neuroscience organizations,Category:Branches_of_biology,sciences
429943,58733,58733,Colonisation (biology),2.0,Category:Ecology terminology,Category:Branches_of_biology,sciences
523563,152353,152353,Hamming space,2.0,Category:Coding theory,Category:Fields_of_mathematics,sciences
496828,125618,125618,Rogers–Ramanujan continued fraction,2.0,Category:Modular forms,Category:Fields_of_mathematics,sciences
449981,78771,78771,Immune-mediated inflammatory diseases,2.0,Category:Etiology,Category:Branches_of_biology,sciences
501900,130690,130690,Blancmange curve,2.0,Category:Continuous mappings,Category:Fields_of_mathematics,sciences
380313,9103,9103,Gerald M. Rubin,2.0,Category:Biotechnologists,Category:Branches_of_biology,sciences
606498,235288,235288,Transition metal alkyne complex,2.0,Category:Coordination chemistry,Category:Chemistry,sciences
489629,118419,118419,Doomsday conjecture,2.0,Category:Algebraic topology,Category:Fields_of_mathematics,sciences
553518,182308,182308,Atomic theory,2.0,Category:Statistical mechanics,Category:Concepts_in_physics,sciences
621424,250214,250214,Indiglo,2.0,Category:Luminescence,Category:Chemistry,sciences
600165,228955,228955,Brian Scarlett,2.0,Category:Particle technology,Category:Chemistry,sciences
389099,17889,17889,Rhonda Rosengren,2.0,Category:Toxicologists,Category:Branches_of_biology,sciences
545458,174248,174248,Levy–Mises equations,2.0,Category:Continuum mechanics,Category:Concepts_in_physics,sciences
471153,99943,99943,Learning,2.0,Category:Intelligence,Category:Branches_of_biology,sciences
460745,89535,89535,Blood-Spinal Cord Barrier,2.0,Category:Medicine stubs,Category:Branches_of_biology,sciences
649653,278443,278443,Mannitol hexanitrate,2.0,Category:Explosive chemicals,Category:Chemistry,sciences
387843,16633,16633,Hermann Rahn,2.0,Category:Physiologists,Category:Branches_of_biology,sciences
524208,152998,152998,Kevin McCurley (cryptographer),2.0,Category:Number theorists,Category:Fields_of_mathematics,sciences
440944,69734,69734,List of parasites of humans,2.0,Category:Parasites of humans,Category:Branches_of_biology,sciences
503206,131996,131996,Optimal instruments,2.0,Category:Moment (mathematics),Category:Fields_of_mathematics,sciences
539281,168071,168071,Naive set theory,2.0,Category:Set theory,Category:Fields_of_mathematics,sciences
529829,158619,158619,Fair cake-cutting,2.0,Category:Fair division,Category:Fields_of_mathematics,sciences
385194,13984,13984,Christos Ouzounis,2.0,Category:Computational biologists,Category:Branches_of_biology,sciences
471123,99913,99913,Cognitive epidemiology,2.0,Category:Intelligence,Category:Branches_of_biology,sciences
435529,64319,64319,Toxicogenomics,2.0,Category:Genomics,Category:Branches_of_biology,sciences
404894,33684,33684,Melanocyte-inhibiting factor,2.0,Category:Peptides,Category:Branches_of_biology,sciences
573892,202682,202682,Borylation,2.0,Category:Boron,Category:Chemistry,sciences
542221,171011,171011,Math Girls,2.0,Category:Mathematics fiction books,Category:Fields_of_mathematics,sciences
499436,128226,128226,Amie Wilkinson,2.0,Category:Dynamical systems theorists,Category:Fields_of_mathematics,sciences
511634,140424,140424,Critical Security Parameter,2.0,Category:Cryptography,Category:Fields_of_mathematics,sciences
575489,204279,204279,Lead shielding,2.0,Category:Lead,Category:Chemistry,sciences
471128,99918,99918,Financial quotient,2.0,Category:Intelligence,Category:Branches_of_biology,sciences
637672,266462,266462,Magic number (physics),2.0,Category:Radioactivity,Category:Chemistry,sciences
547463,176253,176253,Rigid body mechanics,2.0,Category:Solid mechanics,Category:Concepts_in_physics,sciences
493930,122720,122720,Continuous module,2.0,Category:Algebra stubs,Category:Fields_of_mathematics,sciences
636844,265634,265634,Lyso-,2.0,Category:Chemistry prefixes,Category:Chemistry,sciences
466767,95557,95557,Lactarius vinaceorufescens,2.0,Category:Poisonous fungi,Category:Branches_of_biology,sciences
430345,59135,59135,Return flow,2.0,Category:Ecology stubs,Category:Branches_of_biology,sciences
424505,53295,53295,Hemiboreal,2.0,Category:Biogeography,Category:Branches_of_biology,sciences
585922,214712,214712,Precursor (chemistry),2.0,Category:Metabolism,Category:Chemistry,sciences
518727,147517,147517,Signedness,2.0,Category:Computer arithmetic,Category:Fields_of_mathematics,sciences
417833,46623,46623,Ramification (botany),2.0,Category:Horticulture and gardening,Category:Branches_of_biology,sciences
493219,122009,122009,Frobenius normal form,2.0,Category:Linear algebra,Category:Fields_of_mathematics,sciences
645596,274386,274386,Spinor condensate,2.0,Category:Phases of matter,Category:Chemistry,sciences
426730,55520,55520,Rank abundance curve,2.0,Category:Systems ecology,Category:Branches_of_biology,sciences
491879,120669,120669,Minimal ideal,2.0,Category:Abstract algebra,Category:Fields_of_mathematics,sciences
494976,123766,123766,Mary Celine Fasenmyer,2.0,Category:Mathematical analysts,Category:Fields_of_mathematics,sciences
536062,164852,164852,Morwen Thistlethwaite,2.0,Category:Topologists,Category:Fields_of_mathematics,sciences
615486,244276,244276,Fatigue of welded joints,2.0,Category:Mechanical failure,Category:Chemistry,sciences
603050,231840,231840,Hazen–Williams equation,2.0,Category:Piping,Category:Chemistry,sciences
489554,118344,118344,Elliptic algebra,2.0,Category:Algebraic logic,Category:Fields_of_mathematics,sciences
536276,165066,165066,Loop braid group,2.0,Category:Topology stubs,Category:Fields_of_mathematics,sciences
433246,62036,62036,Pharming (genetics),2.0,Category:Applied genetics,Category:Branches_of_biology,sciences
404155,32945,32945,DNA separation by silica adsorption,2.0,Category:Molecular genetics,Category:Branches_of_biology,sciences
582294,211084,211084,Aryl radical,2.0,Category:Free radicals,Category:Chemistry,sciences
433876,62666,62666,Phenotypic trait,2.0,Category:Classical genetics,Category:Branches_of_biology,sciences
495127,123917,123917,David Nualart,2.0,Category:Mathematical analysts,Category:Fields_of_mathematics,sciences
532479,161269,161269,Ring of symmetric functions,2.0,Category:Invariant theory,Category:Fields_of_mathematics,sciences
488627,117417,117417,Marshall Hall (mathematician),2.0,Category:Algebraists,Category:Fields_of_mathematics,sciences
614987,243777,243777,Woldemar Weyl,2.0,Category:Glass engineering and science,Category:Chemistry,sciences
579763,208553,208553,Positron annihilation spectroscopy,2.0,Category:Spectroscopy,Category:Chemistry,sciences
520777,149567,149567,Sprague–Grundy theorem,2.0,Category:Combinatorial game theory,Category:Fields_of_mathematics,sciences
398092,26882,26882,Teleological argument,2.0,Category:Anthropic principle,Category:Branches_of_biology,sciences
447475,76265,76265,CEASE therapy,2.0,Category:Alternative medicine,Category:Branches_of_biology,sciences
561472,190262,190262,Seymour Shapiro,2.0,Category:Organic chemists,Category:Chemistry,sciences
419061,47851,47851,Polypetalae,2.0,Category:Botany stubs,Category:Branches_of_biology,sciences
514954,143744,143744,Goldstone boson,2.0,Category:Mathematical physics,Category:Fields_of_mathematics,sciences
642491,271281,271281,Flippin–Lodge angle,2.0,Category:Physical organic chemistry,Category:Chemistry,sciences
477413,106203,106203,Food combining,2.0,Category:Diets,Category:Branches_of_biology,sciences
497057,125847,125847,Almost periodic function,2.0,Category:Complex analysis,Category:Fields_of_mathematics,sciences
603398,232188,232188,Flow conditioning,2.0,Category:Chemical process engineering,Category:Chemistry,sciences
545221,174011,174011,Animal locomotion on the water surface,2.0,Category:Animal locomotion,Category:Concepts_in_physics,sciences
441719,70509,70509,NOAAS Oregon II (R 332),2.0,Category:Fisheries science,Category:Branches_of_biology,sciences
404083,32873,32873,Toehold mediated strand displacement,2.0,Category:Genetic engineering,Category:Branches_of_biology,sciences
483276,112066,112066,Template:Antibodies,2.0,Category:Physiology templates,Category:Branches_of_biology,sciences
640216,269006,269006,Alkyl cycloalkane,2.0,Category:Functional groups,Category:Chemistry,sciences
427105,55895,55895,Cupiennin,2.0,Category:Antimicrobials,Category:Branches_of_biology,sciences
420805,49595,49595,Oxyphil cell (parathyroid),2.0,Category:Cell biology stubs,Category:Branches_of_biology,sciences
585288,214078,214078,John J. Abel Award,2.0,Category:Pharmacology,Category:Chemistry,sciences
576927,205717,205717,Juno Radiation Vault,2.0,Category:Titanium,Category:Chemistry,sciences
595550,224340,224340,John & Thomas Johnson,2.0,Category:Chemical company stubs,Category:Chemistry,sciences
386655,15445,15445,Joseph C. Joyce,2.0,Category:Limnologists,Category:Branches_of_biology,sciences
646932,275722,275722,Coating,2.0,Category:Coatings,Category:Chemistry,sciences
462964,91754,91754,Microbial phylogenetics,2.0,Category:Microorganisms,Category:Branches_of_biology,sciences
497115,125905,125905,Iterated monodromy group,2.0,Category:Complex analysis,Category:Fields_of_mathematics,sciences
432069,60859,60859,Evolution of olfaction,2.0,Category:Evolution by phenotype,Category:Branches_of_biology,sciences
470159,98949,98949,Consciousness,2.0,Category:Consciousness,Category:Branches_of_biology,sciences
643471,272261,272261,Sulfonanilide,2.0,Category:Organic chemistry stubs,Category:Chemistry,sciences
520292,149082,149082,Deryk Osthus,2.0,Category:Graph theorists,Category:Fields_of_mathematics,sciences
456431,85221,85221,Physiological agonism and antagonism,2.0,Category:Medical terminology,Category:Branches_of_biology,sciences
389860,18650,18650,History of botany,2.0,Category:History of botany,Category:Branches_of_biology,sciences
374437,3227,3227,2020 in paleobotany,2.0,Category:Paleobotany,Category:Branches_of_biology,sciences
463240,92030,92030,European Society of Clinical Microbiology and Infectious Diseases,2.0,Category:Virology,Category:Branches_of_biology,sciences
521229,150019,150019,Bidimensionality,2.0,Category:Graph minor theory,Category:Fields_of_mathematics,sciences
494947,123737,123737,Paul Chernoff,2.0,Category:Mathematical analysts,Category:Fields_of_mathematics,sciences
372423,1213,1213,Magnesium in biology,2.0,Category:Plant physiology,Category:Branches_of_biology,sciences
610357,239147,239147,CellProfiler,2.0,Category:Microscopy,Category:Chemistry,sciences
535891,164681,164681,Robion Kirby,2.0,Category:Topologists,Category:Fields_of_mathematics,sciences
439247,68037,68037,GRAFS,2.0,Category:Human genetics,Category:Branches_of_biology,sciences
534149,162939,162939,Distance set,2.0,Category:Metric geometry,Category:Fields_of_mathematics,sciences
645576,274366,274366,Mesocrystal,2.0,Category:Phases of matter,Category:Chemistry,sciences
588245,217035,217035,CRISPR,2.0,Category:Molecular biology,Category:Chemistry,sciences
596097,224887,224887,Gasification,2.0,Category:Synthetic fuel technologies,Category:Chemistry,sciences
517797,146587,146587,Gibbs state,2.0,Category:Applied mathematics stubs,Category:Fields_of_mathematics,sciences
482231,111021,111021,IK channel,2.0,Category:Electrophysiology,Category:Branches_of_biology,sciences
541449,170239,170239,Tarski's axiomatization of the reals,2.0,Category:Ordered groups,Category:Fields_of_mathematics,sciences
378684,7474,7474,Lynn J. Rothschild,2.0,Category:Astrobiologists,Category:Branches_of_biology,sciences
432442,61232,61232,Archimylacris,2.0,Category:Transitional fossils,Category:Branches_of_biology,sciences
642444,271234,271234,Radical-nucleophilic aromatic substitution,2.0,Category:Reaction mechanisms,Category:Chemistry,sciences
495652,124442,124442,ATS theorem,2.0,Category:Theorems in analysis,Category:Fields_of_mathematics,sciences
529184,157974,157974,Blondie24,2.0,Category:Game artificial intelligence,Category:Fields_of_mathematics,sciences
427864,56654,56654,Anaerobic respiration,2.0,Category:Biodegradation,Category:Branches_of_biology,sciences
598473,227263,227263,Chris Dobson,2.0,Category:Bijvoet Medal recipients,Category:Chemistry,sciences
611693,240483,240483,Future Medicinal Chemistry,2.0,Category:Chemistry journals,Category:Chemistry,sciences
523523,152313,152313,Comma code,2.0,Category:Coding theory,Category:Fields_of_mathematics,sciences
468206,96996,96996,Hemispherectomy,2.0,Category:Neuropsychology,Category:Branches_of_biology,sciences
462672,91462,91462,Endospore staining,2.0,Category:Microbiology techniques,Category:Branches_of_biology,sciences
499605,128395,128395,Zaslavskii map,2.0,Category:Chaotic maps,Category:Fields_of_mathematics,sciences
563701,192491,192491,Kenkichi Sonogashira,2.0,Category:Chemist stubs,Category:Chemistry,sciences
600934,229724,229724,Useful conversions and formulas for air dispersion modeling,2.0,Category:Environmental engineering,Category:Chemistry,sciences
438382,67172,67172,Population decline,2.0,Category:Ageing,Category:Branches_of_biology,sciences
524799,153589,153589,Spinor genus,2.0,Category:Quadratic forms,Category:Fields_of_mathematics,sciences
599196,227986,227986,Exploding wire method,2.0,Category:Nanoparticles,Category:Chemistry,sciences
385065,13855,13855,Valter Longo,2.0,Category:Cell biologists,Category:Branches_of_biology,sciences
552167,180957,180957,Relation between Schrödinger's equation and the path integral formulation of quantum mechanics,2.0,Category:Quantum mechanics,Category:Concepts_in_physics,sciences
642947,271737,271737,Thalidomide,2.0,Category:Racemate,Category:Chemistry,sciences
617292,246082,246082,Thermal scanning probe lithography,2.0,Category:Nanotechnology,Category:Chemistry,sciences
582502,211292,211292,Butanediol fermentation,2.0,Category:Fermentation,Category:Chemistry,sciences
563549,192339,192339,Barbara Grzybowska-Świerkosz,2.0,Category:Chemist stubs,Category:Chemistry,sciences
608212,237002,237002,Xenon dichloride,2.0,Category:Inorganic compound stubs,Category:Chemistry,sciences
642628,271418,271418,Reagent,2.0,Category:Reagents for organic chemistry,Category:Chemistry,sciences
495274,124064,124064,Stokes' theorem,2.0,Category:Theorems in calculus,Category:Fields_of_mathematics,sciences
606079,234869,234869,List of pharmaceutical laboratories by year of foundation,2.0,Category:History of pharmacy,Category:Chemistry,sciences
446208,74998,74998,Ventilatory threshold,3.0,Category:Sports medicine,Category:Branches_of_biology,sciences
619449,248239,248239,United States Adopted Name,3.0,Category:Pharmacological classification systems,Category:Chemistry,sciences
387253,16043,16043,Walter R. Gross,3.0,Category:Paleontologist stubs,Category:Branches_of_biology,sciences
455761,84551,84551,EHealth Exchange,3.0,Category:Health informatics,Category:Branches_of_biology,sciences
596914,225704,225704,Mu-metal,3.0,Category:Named alloys,Category:Chemistry,sciences
575228,204018,204018,Khomyakovite,3.0,Category:Iron minerals,Category:Chemistry,sciences
567873,196663,196663,Sulfilimine,3.0,Category:Nitrogen compounds,Category:Chemistry,sciences
501275,130065,130065,Orbit trap,3.0,Category:Fractals,Category:Fields_of_mathematics,sciences
380364,9154,9154,List of botanists by author abbreviation (A),3.0,Category:Botanists with author abbreviations,Category:Branches_of_biology,sciences
572689,201479,201479,Zinc-55,3.0,Category:Isotopes of zinc,Category:Chemistry,sciences
474649,103439,103439,Parkinson plus syndrome,3.0,Category:Parkinson's disease,Category:Branches_of_biology,sciences
565332,194122,194122,C20H23N,3.0,Category:Molecular formula set index pages,Category:Chemistry,sciences
457675,86465,86465,Rickettsia aeschlimannii infection,3.0,Category:Dermatology stubs,Category:Branches_of_biology,sciences
412491,41281,41281,Order-5 tesseractic honeycomb,3.0,Category:Honeycombs (geometry),Category:Branches_of_biology,sciences
492618,121408,121408,Supnick matrix,3.0,Category:Matrices,Category:Fields_of_mathematics,sciences
542354,171144,171144,Wireworld,3.0,Category:Cellular automaton rules,Category:Fields_of_mathematics,sciences
636663,265453,265453,CO4,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
554944,183734,183734,Spaceflight (magazine),3.0,Category:Spaceflight,Category:Concepts_in_physics,sciences
631435,260225,260225,C4H6NiO4,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
651541,280331,280331,Sodium ricinoleate,3.0,Category:Organic sodium salts,Category:Chemistry,sciences
388441,17231,17231,Clarke Abel,3.0,Category:Fellows of the Linnean Society of London,Category:Branches_of_biology,sciences
645663,274453,274453,TeraChem,3.0,Category:Electronic structure methods,Category:Chemistry,sciences
512428,141218,141218,Complex response,3.0,Category:Complex systems theory,Category:Fields_of_mathematics,sciences
581896,210686,210686,Marian Ewurama Addy,3.0,Category:Women biochemists,Category:Chemistry,sciences
620805,249595,249595,Amelungsburg (Lippe Uplands),3.0,Category:Iron Age,Category:Chemistry,sciences
374104,2894,2894,Monoicous,3.0,Category:Plant morphology,Category:Branches_of_biology,sciences
397688,26478,26478,Antitragus,3.0,Category:Anatomy stubs,Category:Branches_of_biology,sciences
622671,251461,251461,C8H12Cl2Pt,3.0,Category:Molecular formulas,Category:Chemistry,sciences
564752,193542,193542,C14H14N2,3.0,Category:Molecular formula set index pages,Category:Chemistry,sciences
600211,229001,229001,Onboard refueling vapor recovery,3.0,Category:Pollution control technologies,Category:Chemistry,sciences
457496,86286,86286,Extraskeletal chondroma,3.0,Category:Dermatology stubs,Category:Branches_of_biology,sciences
455844,84634,84634,Pharmaceutical publication planning,3.0,Category:Health informatics,Category:Branches_of_biology,sciences
477845,106635,106635,Food drunk,3.0,Category:Eating behaviors of humans,Category:Branches_of_biology,sciences
552716,181506,181506,Shear wave splitting,3.0,Category:Seismology,Category:Concepts_in_physics,sciences
527729,156519,156519,NGC 5714,3.0,Category:Spiral galaxies,Category:Fields_of_mathematics,sciences
536979,165769,165769,Compound of twelve pentagonal prisms,3.0,Category:Polyhedron stubs,Category:Fields_of_mathematics,sciences
615371,244161,244161,1978 Finnish Air Force DC-3 crash,3.0,Category:Airliner accidents and incidents caused by mechanical failure,Category:Chemistry,sciences
510781,139571,139571,Hash-based cryptography,3.0,Category:Public-key cryptography,Category:Fields_of_mathematics,sciences
517186,145976,145976,Hans Hermes,3.0,Category:Theoretical computer scientists,Category:Fields_of_mathematics,sciences
454181,82971,82971,Intention-to-treat analysis,3.0,Category:Clinical research,Category:Branches_of_biology,sciences
446229,75019,75019,Cystocele,3.0,Category:Surgery,Category:Branches_of_biology,sciences
463396,92186,92186,Halosimplex,3.0,Category:Archaea stubs,Category:Branches_of_biology,sciences
508754,137544,137544,Hardy–Weinberg principle,3.0,Category:Statistical genetics,Category:Fields_of_mathematics,sciences
427781,56571,56571,Beeswax wrap,3.0,Category:Biodegradable materials,Category:Branches_of_biology,sciences
621541,250331,250331,List of molecular graphics systems,3.0,Category:Molecular modelling,Category:Chemistry,sciences
642211,271001,271001,Pschorr cyclization,3.0,Category:Ring forming reactions,Category:Chemistry,sciences
628035,256825,256825,Diamondoid,3.0,Category:Adamantane-like molecules,Category:Chemistry,sciences
532576,161366,161366,Étale group scheme,3.0,Category:Scheme theory,Category:Fields_of_mathematics,sciences
507549,136339,136339,Log-spectral distance,3.0,Category:Signal processing,Category:Fields_of_mathematics,sciences
576915,205705,205705,Sierra Rutile Limited,3.0,Category:Titanium mining,Category:Chemistry,sciences
455196,83986,83986,"Cardiac Pacemakers, Inc.",3.0,Category:Biomedical engineering,Category:Branches_of_biology,sciences
517265,146055,146055,Gheorghe Păun,3.0,Category:Theoretical computer scientists,Category:Fields_of_mathematics,sciences
471289,100079,100079,Pair by association,3.0,Category:Behaviorism,Category:Branches_of_biology,sciences
555152,183942,183942,Horn angle,3.0,Category:Angle,Category:Concepts_in_physics,sciences
587148,215938,215938,IRGD,3.0,Category:Peptides,Category:Chemistry,sciences
469816,98606,98606,Choiceless awareness,3.0,Category:Consciousness studies,Category:Branches_of_biology,sciences
559394,188184,188184,Friedrich Stolz,3.0,Category:German chemists,Category:Chemistry,sciences
395288,24078,24078,Solitary lymphatic nodule,3.0,Category:Wikipedia articles incorporating text from the 20th edition of Gray's Anatomy (1918),Category:Branches_of_biology,sciences
441454,70244,70244,Tethys Research Institute,3.0,Category:Cetacean research and conservation,Category:Branches_of_biology,sciences
503898,132688,132688,Graph-tool,3.0,Category:Numerical software,Category:Fields_of_mathematics,sciences
629734,258524,258524,Myrmicacin,3.0,Category:Organic compound stubs,Category:Chemistry,sciences
380057,8847,8847,Roland Benz,3.0,Category:German biophysicists,Category:Branches_of_biology,sciences
568570,197360,197360,Tantalum(V) ethoxide,3.0,Category:Tantalum compounds,Category:Chemistry,sciences
628448,257238,257238,BerEp4,3.0,Category:Dyes,Category:Chemistry,sciences
578228,207018,207018,Homoassociation,3.0,Category:Acid–base chemistry,Category:Chemistry,sciences
528829,157619,157619,1510 (number),3.0,Category:Integers,Category:Fields_of_mathematics,sciences
517121,145911,145911,Cristina Bazgan,3.0,Category:Theoretical computer scientists,Category:Fields_of_mathematics,sciences
567336,196126,196126,Hafnium(IV) silicate,3.0,Category:Hafnium compounds,Category:Chemistry,sciences
398133,26923,26923,Mars Is Heaven!,3.0,Category:Extraterrestrial life in popular culture,Category:Branches_of_biology,sciences
442581,71371,71371,Final FRCA,3.0,Category:Anesthesiology,Category:Branches_of_biology,sciences
549009,177799,177799,Gravitational acceleration,3.0,Category:Acceleration,Category:Concepts_in_physics,sciences
518611,147401,147401,IBM hexadecimal floating point,3.0,Category:Floating point types,Category:Fields_of_mathematics,sciences
655106,283896,283896,Polyacrylamide,3.0,Category:Polyelectrolytes,Category:Chemistry,sciences
497640,126430,126430,M. S. Narasimhan,3.0,Category:Differential geometers,Category:Fields_of_mathematics,sciences
519974,148764,148764,Parametrix,3.0,Category:Partial differential equations,Category:Fields_of_mathematics,sciences
446313,75103,75103,Ulcer,3.0,Category:Surgery,Category:Branches_of_biology,sciences
509728,138518,138518,Tropical cyclone track forecasting,3.0,Category:Numerical climate and weather models,Category:Fields_of_mathematics,sciences
632696,261486,261486,C12H16N2O6S,3.0,Category:Redirects from molecular formulas,Category:Chemistry,sciences
415393,44183,44183,Tree box filter,3.0,Category:Drainage,Category:Branches_of_biology,sciences
473055,101845,101845,Intergroup relations,3.0,Category:Psychological concepts,Category:Branches_of_biology,sciences
621999,250789,250789,C4H4Cl2,3.0,Category:Molecular formulas,Category:Chemistry,sciences
552500,181290,181290,Walter Zürn,3.0,Category:Seismologists,Category:Concepts_in_physics,sciences
373783,2573,2573,Pothos longipes,3.0,Category:Epiphytes,Category:Branches_of_biology,sciences
452138,80928,80928,Mount Sinai Hospital (Minneapolis),3.0,Category:Jewish medical organizations,Category:Branches_of_biology,sciences
529950,158740,158740,David Joiner,3.0,Category:Game designers,Category:Fields_of_mathematics,sciences
570675,199465,199465,Iron-57,3.0,Category:Isotopes of iron,Category:Chemistry,sciences
577081,205871,205871,Zinc aluminium,3.0,Category:Zinc alloys,Category:Chemistry,sciences
458281,87071,87071,Testicular trauma,3.0,Category:Disease stubs,Category:Branches_of_biology,sciences
602545,231335,231335,Law of the wall,3.0,Category:Fluid dynamics,Category:Chemistry,sciences
373831,2621,2621,Tillandsia velutina,3.0,Category:Epiphytes,Category:Branches_of_biology,sciences
618350,247140,247140,Naloxol,3.0,Category:Human drug metabolites,Category:Chemistry,sciences
579008,207798,207798,Tesseractic honeycomb,3.0,Category:Honeycombs (geometry),Category:Chemistry,sciences
390645,19435,19435,Melanistic mask,3.0,Category:Animal hair,Category:Branches_of_biology,sciences
532936,161726,161726,Rips machine,3.0,Category:Hyperbolic geometry,Category:Fields_of_mathematics,sciences
486165,114955,114955,Beast Hunter,3.0,Category:Cryptozoological television series,Category:Branches_of_biology,sciences
498602,127392,127392,Total position spread,3.0,Category:Tensors,Category:Fields_of_mathematics,sciences
396142,24932,24932,Ascending branch of medial circumflex femoral artery,3.0,Category:Cardiovascular system stubs,Category:Branches_of_biology,sciences
473969,102759,102759,Terror management theory,3.0,Category:Psychological theories,Category:Branches_of_biology,sciences
621739,250529,250529,C2H3O2Tl,3.0,Category:Molecular formulas,Category:Chemistry,sciences
519839,148629,148629,Cauchy–Kowalevski theorem,3.0,Category:Partial differential equations,Category:Fields_of_mathematics,sciences
508161,136951,136951,Tamar Schlick,3.0,Category:Fellows of the Society for Industrial and Applied Mathematics,Category:Fields_of_mathematics,sciences
